filename,source,x,y,level,relative_x,relative_y
24_t2.jpg,spider,123,176,L4/L5,0.48046875,0.6875
24_t2.jpg,spider,123,148,L3/L4,0.48046875,0.578125
24_t2.jpg,spider,126,122,L2/L3,0.4921875,0.4765625
24_t2.jpg,spider,130,96,L1/L2,0.5078125,0.375
25_t2.jpg,spider,112,190,L5/S1,0.4375,0.7421875
25_t2.jpg,spider,108,168,L4/L5,0.421875,0.65625
25_t2.jpg,spider,113,140,L3/L4,0.44140625,0.546875
25_t2.jpg,spider,120,112,L2/L3,0.46875,0.4375
25_t2.jpg,spider,129,82,L1/L2,0.50390625,0.3203125
28_t2.jpg,spider,148,190,L5/S1,0.578125,0.7421875
28_t2.jpg,spider,137,164,L4/L5,0.53515625,0.640625
28_t2.jpg,spider,130,134,L3/L4,0.5078125,0.5234375
28_t2.jpg,spider,127,106,L2/L3,0.49609375,0.4140625
28_t2.jpg,spider,132,73,L1/L2,0.515625,0.28515625
29_t2.jpg,spider,156,156,L5/S1,0.609375,0.609375
29_t2.jpg,spider,150,137,L4/L5,0.5859375,0.53515625
29_t2.jpg,spider,137,109,L3/L4,0.53515625,0.42578125
29_t2.jpg,spider,128,87,L2/L3,0.5,0.33984375
29_t2.jpg,spider,127,65,L1/L2,0.49609375,0.25390625
30_t2.jpg,spider,136,183,L5/S1,0.53125,0.71484375
30_t2.jpg,spider,120,162,L4/L5,0.46875,0.6328125
30_t2.jpg,spider,114,136,L3/L4,0.4453125,0.53125
30_t2.jpg,spider,113,108,L2/L3,0.44140625,0.421875
30_t2.jpg,spider,118,77,L1/L2,0.4609375,0.30078125
31_t2.jpg,spider,169,214,L5/S1,0.66015625,0.8359375
31_t2.jpg,spider,161,184,L4/L5,0.62890625,0.71875
31_t2.jpg,spider,155,159,L3/L4,0.60546875,0.62109375
31_t2.jpg,spider,157,129,L2/L3,0.61328125,0.50390625
31_t2.jpg,spider,161,104,L1/L2,0.62890625,0.40625
32_t2.jpg,spider,128,188,L5/S1,0.5,0.734375
32_t2.jpg,spider,124,164,L4/L5,0.484375,0.640625
32_t2.jpg,spider,120,134,L3/L4,0.46875,0.5234375
32_t2.jpg,spider,123,100,L2/L3,0.48046875,0.390625
32_t2.jpg,spider,126,67,L1/L2,0.4921875,0.26171875
33_t2.jpg,spider,146,183,L5/S1,0.5703125,0.71484375
33_t2.jpg,spider,135,153,L4/L5,0.52734375,0.59765625
33_t2.jpg,spider,134,118,L3/L4,0.5234375,0.4609375
33_t2.jpg,spider,132,81,L2/L3,0.515625,0.31640625
33_t2.jpg,spider,135,48,L1/L2,0.52734375,0.1875
34_t2.jpg,spider,171,193,L5/S1,0.66796875,0.75390625
34_t2.jpg,spider,169,166,L4/L5,0.66015625,0.6484375
34_t2.jpg,spider,170,138,L3/L4,0.6640625,0.5390625
34_t2.jpg,spider,174,108,L2/L3,0.6796875,0.421875
34_t2.jpg,spider,179,77,L1/L2,0.69921875,0.30078125
36_t2.jpg,spider,120,174,L5/S1,0.46875,0.6796875
36_t2.jpg,spider,110,151,L4/L5,0.4296875,0.58984375
36_t2.jpg,spider,107,123,L3/L4,0.41796875,0.48046875
36_t2.jpg,spider,115,100,L2/L3,0.44921875,0.390625
36_t2.jpg,spider,124,71,L1/L2,0.484375,0.27734375
37_t2.jpg,spider,99,159,L5/S1,0.38671875,0.62109375
37_t2.jpg,spider,93,133,L4/L5,0.36328125,0.51953125
37_t2.jpg,spider,93,104,L3/L4,0.36328125,0.40625
37_t2.jpg,spider,95,74,L2/L3,0.37109375,0.2890625
37_t2.jpg,spider,102,44,L1/L2,0.3984375,0.171875
38_t2.jpg,spider,150,160,L5/S1,0.5859375,0.625
38_t2.jpg,spider,139,144,L4/L5,0.54296875,0.5625
38_t2.jpg,spider,128,122,L3/L4,0.5,0.4765625
38_t2.jpg,spider,129,98,L2/L3,0.50390625,0.3828125
38_t2.jpg,spider,133,73,L1/L2,0.51953125,0.28515625
39_t2.jpg,spider,120,155,L5/S1,0.46875,0.60546875
39_t2.jpg,spider,114,132,L4/L5,0.4453125,0.515625
39_t2.jpg,spider,113,107,L3/L4,0.44140625,0.41796875
39_t2.jpg,spider,115,77,L2/L3,0.44921875,0.30078125
39_t2.jpg,spider,119,48,L1/L2,0.46484375,0.1875
40_t2.jpg,spider,127,199,L5/S1,0.49609375,0.77734375
40_t2.jpg,spider,125,170,L4/L5,0.48828125,0.6640625
40_t2.jpg,spider,130,138,L3/L4,0.5078125,0.5390625
40_t2.jpg,spider,137,107,L2/L3,0.53515625,0.41796875
40_t2.jpg,spider,144,74,L1/L2,0.5625,0.2890625
42_t2.jpg,spider,139,179,L5/S1,0.54296875,0.69921875
42_t2.jpg,spider,136,153,L4/L5,0.53125,0.59765625
42_t2.jpg,spider,141,120,L3/L4,0.55078125,0.46875
42_t2.jpg,spider,148,89,L2/L3,0.578125,0.34765625
42_t2.jpg,spider,156,57,L1/L2,0.609375,0.22265625
44_t2.jpg,spider,131,199,L5/S1,0.51171875,0.77734375
44_t2.jpg,spider,127,176,L4/L5,0.49609375,0.6875
44_t2.jpg,spider,127,145,L3/L4,0.49609375,0.56640625
44_t2.jpg,spider,132,115,L2/L3,0.515625,0.44921875
44_t2.jpg,spider,137,83,L1/L2,0.53515625,0.32421875
45_t2.jpg,spider,142,190,L5/S1,0.5546875,0.7421875
45_t2.jpg,spider,137,163,L4/L5,0.53515625,0.63671875
45_t2.jpg,spider,140,135,L3/L4,0.546875,0.52734375
45_t2.jpg,spider,151,105,L2/L3,0.58984375,0.41015625
45_t2.jpg,spider,157,74,L1/L2,0.61328125,0.2890625
47_t2.jpg,spider,130,198,L5/S1,0.5078125,0.7734375
47_t2.jpg,spider,129,170,L4/L5,0.50390625,0.6640625
47_t2.jpg,spider,130,137,L3/L4,0.5078125,0.53515625
47_t2.jpg,spider,131,100,L2/L3,0.51171875,0.390625
47_t2.jpg,spider,134,67,L1/L2,0.5234375,0.26171875
48_t2.jpg,spider,108,181,L5/S1,0.421875,0.70703125
48_t2.jpg,spider,108,152,L4/L5,0.421875,0.59375
48_t2.jpg,spider,118,127,L3/L4,0.4609375,0.49609375
48_t2.jpg,spider,125,98,L2/L3,0.48828125,0.3828125
48_t2.jpg,spider,137,67,L1/L2,0.53515625,0.26171875
50_t2.jpg,spider,146,191,L5/S1,0.5703125,0.74609375
50_t2.jpg,spider,140,169,L4/L5,0.546875,0.66015625
50_t2.jpg,spider,139,143,L3/L4,0.54296875,0.55859375
50_t2.jpg,spider,147,116,L2/L3,0.57421875,0.453125
50_t2.jpg,spider,158,94,L1/L2,0.6171875,0.3671875
51_t2.jpg,spider,127,184,L5/S1,0.49609375,0.71875
51_t2.jpg,spider,121,161,L4/L5,0.47265625,0.62890625
51_t2.jpg,spider,118,138,L3/L4,0.4609375,0.5390625
51_t2.jpg,spider,118,112,L2/L3,0.4609375,0.4375
51_t2.jpg,spider,123,85,L1/L2,0.48046875,0.33203125
52_t2.jpg,spider,166,193,L5/S1,0.6484375,0.75390625
52_t2.jpg,spider,158,165,L4/L5,0.6171875,0.64453125
52_t2.jpg,spider,155,135,L3/L4,0.60546875,0.52734375
52_t2.jpg,spider,156,104,L2/L3,0.609375,0.40625
52_t2.jpg,spider,160,74,L1/L2,0.625,0.2890625
53_t2.jpg,spider,151,204,L5/S1,0.58984375,0.796875
53_t2.jpg,spider,140,176,L4/L5,0.546875,0.6875
53_t2.jpg,spider,137,146,L3/L4,0.53515625,0.5703125
53_t2.jpg,spider,141,115,L2/L3,0.55078125,0.44921875
53_t2.jpg,spider,149,84,L1/L2,0.58203125,0.328125
55_t2.jpg,spider,130,194,L5/S1,0.5078125,0.7578125
55_t2.jpg,spider,127,168,L4/L5,0.49609375,0.65625
55_t2.jpg,spider,127,139,L3/L4,0.49609375,0.54296875
55_t2.jpg,spider,127,108,L2/L3,0.49609375,0.421875
55_t2.jpg,spider,131,79,L1/L2,0.51171875,0.30859375
56_t2.jpg,spider,130,190,L5/S1,0.5078125,0.7421875
56_t2.jpg,spider,127,164,L4/L5,0.49609375,0.640625
56_t2.jpg,spider,131,135,L3/L4,0.51171875,0.52734375
56_t2.jpg,spider,133,106,L2/L3,0.51953125,0.4140625
56_t2.jpg,spider,137,76,L1/L2,0.53515625,0.296875
57_t2.jpg,spider,168,192,L5/S1,0.65625,0.75
57_t2.jpg,spider,162,166,L4/L5,0.6328125,0.6484375
57_t2.jpg,spider,160,137,L3/L4,0.625,0.53515625
57_t2.jpg,spider,164,105,L2/L3,0.640625,0.41015625
57_t2.jpg,spider,169,75,L1/L2,0.66015625,0.29296875
58_t2.jpg,spider,147,211,L5/S1,0.57421875,0.82421875
58_t2.jpg,spider,145,188,L4/L5,0.56640625,0.734375
58_t2.jpg,spider,147,156,L3/L4,0.57421875,0.609375
58_t2.jpg,spider,150,123,L2/L3,0.5859375,0.48046875
58_t2.jpg,spider,160,91,L1/L2,0.625,0.35546875
59_t2.jpg,spider,129,173,L5/S1,0.50390625,0.67578125
59_t2.jpg,spider,124,150,L4/L5,0.484375,0.5859375
59_t2.jpg,spider,124,120,L3/L4,0.484375,0.46875
59_t2.jpg,spider,129,89,L2/L3,0.50390625,0.34765625
59_t2.jpg,spider,134,59,L1/L2,0.5234375,0.23046875
60_t2.jpg,spider,126,194,L5/S1,0.4921875,0.7578125
60_t2.jpg,spider,124,171,L4/L5,0.484375,0.66796875
60_t2.jpg,spider,127,140,L3/L4,0.49609375,0.546875
60_t2.jpg,spider,134,109,L2/L3,0.5234375,0.42578125
60_t2.jpg,spider,144,80,L1/L2,0.5625,0.3125
61_t2.jpg,spider,158,192,L5/S1,0.6171875,0.75
61_t2.jpg,spider,156,170,L4/L5,0.609375,0.6640625
61_t2.jpg,spider,153,146,L3/L4,0.59765625,0.5703125
61_t2.jpg,spider,152,117,L2/L3,0.59375,0.45703125
61_t2.jpg,spider,152,90,L1/L2,0.59375,0.3515625
62_t2.jpg,spider,163,198,L5/S1,0.63671875,0.7734375
62_t2.jpg,spider,153,185,L4/L5,0.59765625,0.72265625
62_t2.jpg,spider,150,157,L3/L4,0.5859375,0.61328125
62_t2.jpg,spider,153,125,L2/L3,0.59765625,0.48828125
62_t2.jpg,spider,160,94,L1/L2,0.625,0.3671875
63_t2.jpg,spider,137,208,L5/S1,0.53515625,0.8125
63_t2.jpg,spider,134,187,L4/L5,0.5234375,0.73046875
63_t2.jpg,spider,133,164,L3/L4,0.51953125,0.640625
63_t2.jpg,spider,137,138,L2/L3,0.53515625,0.5390625
63_t2.jpg,spider,145,115,L1/L2,0.56640625,0.44921875
64_t2.jpg,spider,178,202,L5/S1,0.6953125,0.7890625
64_t2.jpg,spider,159,184,L4/L5,0.62109375,0.71875
64_t2.jpg,spider,155,157,L3/L4,0.60546875,0.61328125
64_t2.jpg,spider,156,123,L2/L3,0.609375,0.48046875
64_t2.jpg,spider,161,91,L1/L2,0.62890625,0.35546875
65_t2.jpg,spider,149,189,L5/S1,0.58203125,0.73828125
65_t2.jpg,spider,144,173,L4/L5,0.5625,0.67578125
65_t2.jpg,spider,137,149,L3/L4,0.53515625,0.58203125
65_t2.jpg,spider,136,125,L2/L3,0.53125,0.48828125
65_t2.jpg,spider,143,99,L1/L2,0.55859375,0.38671875
66_t2.jpg,spider,124,196,L5/S1,0.484375,0.765625
66_t2.jpg,spider,122,172,L4/L5,0.4765625,0.671875
66_t2.jpg,spider,124,149,L3/L4,0.484375,0.58203125
66_t2.jpg,spider,129,124,L2/L3,0.50390625,0.484375
66_t2.jpg,spider,135,97,L1/L2,0.52734375,0.37890625
67_t2.jpg,spider,147,174,L5/S1,0.57421875,0.6796875
67_t2.jpg,spider,136,148,L4/L5,0.53125,0.578125
67_t2.jpg,spider,130,118,L3/L4,0.5078125,0.4609375
67_t2.jpg,spider,131,87,L2/L3,0.51171875,0.33984375
67_t2.jpg,spider,138,57,L1/L2,0.5390625,0.22265625
68_t2.jpg,spider,142,197,L5/S1,0.5546875,0.76953125
68_t2.jpg,spider,137,180,L4/L5,0.53515625,0.703125
68_t2.jpg,spider,135,155,L3/L4,0.52734375,0.60546875
68_t2.jpg,spider,135,128,L2/L3,0.52734375,0.5
68_t2.jpg,spider,136,102,L1/L2,0.53125,0.3984375
69_t2.jpg,spider,162,175,L5/S1,0.6328125,0.68359375
69_t2.jpg,spider,159,150,L4/L5,0.62109375,0.5859375
69_t2.jpg,spider,158,121,L3/L4,0.6171875,0.47265625
69_t2.jpg,spider,161,92,L2/L3,0.62890625,0.359375
69_t2.jpg,spider,164,66,L1/L2,0.640625,0.2578125
71_t2.jpg,spider,166,200,L5/S1,0.6484375,0.78125
71_t2.jpg,spider,168,176,L4/L5,0.65625,0.6875
71_t2.jpg,spider,167,150,L3/L4,0.65234375,0.5859375
71_t2.jpg,spider,176,123,L2/L3,0.6875,0.48046875
71_t2.jpg,spider,183,95,L1/L2,0.71484375,0.37109375
73_t2.jpg,spider,154,184,L5/S1,0.6015625,0.71875
73_t2.jpg,spider,143,170,L4/L5,0.55859375,0.6640625
73_t2.jpg,spider,144,141,L3/L4,0.5625,0.55078125
73_t2.jpg,spider,148,111,L2/L3,0.578125,0.43359375
73_t2.jpg,spider,153,79,L1/L2,0.59765625,0.30859375
74_t2.jpg,spider,142,156,L5/S1,0.5546875,0.609375
74_t2.jpg,spider,132,137,L4/L5,0.515625,0.53515625
74_t2.jpg,spider,130,113,L3/L4,0.5078125,0.44140625
74_t2.jpg,spider,133,85,L2/L3,0.51953125,0.33203125
74_t2.jpg,spider,139,57,L1/L2,0.54296875,0.22265625
75_t2.jpg,spider,127,163,L5/S1,0.49609375,0.63671875
75_t2.jpg,spider,123,136,L4/L5,0.48046875,0.53125
75_t2.jpg,spider,121,105,L3/L4,0.47265625,0.41015625
75_t2.jpg,spider,124,74,L2/L3,0.484375,0.2890625
75_t2.jpg,spider,127,43,L1/L2,0.49609375,0.16796875
78_t2.jpg,spider,159,188,L5/S1,0.62109375,0.734375
78_t2.jpg,spider,147,167,L4/L5,0.57421875,0.65234375
78_t2.jpg,spider,142,141,L3/L4,0.5546875,0.55078125
78_t2.jpg,spider,143,111,L2/L3,0.55859375,0.43359375
78_t2.jpg,spider,149,81,L1/L2,0.58203125,0.31640625
80_t2.jpg,spider,106,171,L5/S1,0.4140625,0.66796875
80_t2.jpg,spider,108,145,L4/L5,0.421875,0.56640625
80_t2.jpg,spider,114,118,L3/L4,0.4453125,0.4609375
80_t2.jpg,spider,126,92,L2/L3,0.4921875,0.359375
80_t2.jpg,spider,134,65,L1/L2,0.5234375,0.25390625
81_t2.jpg,spider,153,182,L5/S1,0.59765625,0.7109375
81_t2.jpg,spider,147,158,L4/L5,0.57421875,0.6171875
81_t2.jpg,spider,142,131,L3/L4,0.5546875,0.51171875
81_t2.jpg,spider,142,100,L2/L3,0.5546875,0.390625
81_t2.jpg,spider,144,70,L1/L2,0.5625,0.2734375
82_t2.jpg,spider,137,187,L5/S1,0.53515625,0.73046875
82_t2.jpg,spider,131,164,L4/L5,0.51171875,0.640625
82_t2.jpg,spider,130,137,L3/L4,0.5078125,0.53515625
82_t2.jpg,spider,130,104,L2/L3,0.5078125,0.40625
82_t2.jpg,spider,136,70,L1/L2,0.53125,0.2734375
83_t2.jpg,spider,119,155,L5/S1,0.46484375,0.60546875
83_t2.jpg,spider,113,129,L4/L5,0.44140625,0.50390625
83_t2.jpg,spider,114,102,L3/L4,0.4453125,0.3984375
83_t2.jpg,spider,120,74,L2/L3,0.46875,0.2890625
83_t2.jpg,spider,130,47,L1/L2,0.5078125,0.18359375
85_t2.jpg,spider,128,164,L5/S1,0.5,0.640625
85_t2.jpg,spider,120,148,L4/L5,0.46875,0.578125
85_t2.jpg,spider,112,126,L3/L4,0.4375,0.4921875
85_t2.jpg,spider,111,101,L2/L3,0.43359375,0.39453125
85_t2.jpg,spider,115,77,L1/L2,0.44921875,0.30078125
86_t2.jpg,spider,130,174,L5/S1,0.5078125,0.6796875
86_t2.jpg,spider,120,152,L4/L5,0.46875,0.59375
86_t2.jpg,spider,117,132,L3/L4,0.45703125,0.515625
86_t2.jpg,spider,117,107,L2/L3,0.45703125,0.41796875
86_t2.jpg,spider,124,79,L1/L2,0.484375,0.30859375
87_t2.jpg,spider,135,167,L5/S1,0.52734375,0.65234375
87_t2.jpg,spider,118,144,L4/L5,0.4609375,0.5625
87_t2.jpg,spider,110,113,L3/L4,0.4296875,0.44140625
87_t2.jpg,spider,109,85,L2/L3,0.42578125,0.33203125
87_t2.jpg,spider,115,52,L1/L2,0.44921875,0.203125
88_t2.jpg,spider,132,187,L5/S1,0.515625,0.73046875
88_t2.jpg,spider,129,162,L4/L5,0.50390625,0.6328125
88_t2.jpg,spider,129,132,L3/L4,0.50390625,0.515625
88_t2.jpg,spider,132,102,L2/L3,0.515625,0.3984375
88_t2.jpg,spider,135,69,L1/L2,0.52734375,0.26953125
89_t2.jpg,spider,135,182,L5/S1,0.52734375,0.7109375
89_t2.jpg,spider,127,156,L4/L5,0.49609375,0.609375
89_t2.jpg,spider,122,128,L3/L4,0.4765625,0.5
89_t2.jpg,spider,126,97,L2/L3,0.4921875,0.37890625
89_t2.jpg,spider,129,63,L1/L2,0.50390625,0.24609375
90_t2.jpg,spider,135,190,L5/S1,0.52734375,0.7421875
90_t2.jpg,spider,131,160,L4/L5,0.51171875,0.625
90_t2.jpg,spider,130,129,L3/L4,0.5078125,0.50390625
90_t2.jpg,spider,131,96,L2/L3,0.51171875,0.375
90_t2.jpg,spider,134,61,L1/L2,0.5234375,0.23828125
91_t2.jpg,spider,129,187,L5/S1,0.50390625,0.73046875
91_t2.jpg,spider,127,160,L4/L5,0.49609375,0.625
91_t2.jpg,spider,128,130,L3/L4,0.5,0.5078125
91_t2.jpg,spider,133,96,L2/L3,0.51953125,0.375
91_t2.jpg,spider,141,65,L1/L2,0.55078125,0.25390625
93_t2.jpg,spider,147,185,L5/S1,0.57421875,0.72265625
93_t2.jpg,spider,136,161,L4/L5,0.53125,0.62890625
93_t2.jpg,spider,132,134,L3/L4,0.515625,0.5234375
93_t2.jpg,spider,130,101,L2/L3,0.5078125,0.39453125
93_t2.jpg,spider,134,63,L1/L2,0.5234375,0.24609375
94_t2.jpg,spider,129,187,L5/S1,0.50390625,0.73046875
94_t2.jpg,spider,117,165,L4/L5,0.45703125,0.64453125
94_t2.jpg,spider,110,137,L3/L4,0.4296875,0.53515625
94_t2.jpg,spider,109,104,L2/L3,0.42578125,0.40625
94_t2.jpg,spider,112,72,L1/L2,0.4375,0.28125
95_t2.jpg,spider,123,179,L5/S1,0.48046875,0.69921875
95_t2.jpg,spider,116,147,L4/L5,0.453125,0.57421875
95_t2.jpg,spider,119,114,L3/L4,0.46484375,0.4453125
95_t2.jpg,spider,124,82,L2/L3,0.484375,0.3203125
95_t2.jpg,spider,132,49,L1/L2,0.515625,0.19140625
96_t2.jpg,spider,164,204,L5/S1,0.640625,0.796875
96_t2.jpg,spider,156,181,L4/L5,0.609375,0.70703125
96_t2.jpg,spider,153,155,L3/L4,0.59765625,0.60546875
96_t2.jpg,spider,151,123,L2/L3,0.58984375,0.48046875
96_t2.jpg,spider,156,92,L1/L2,0.609375,0.359375
97_t2.jpg,spider,146,184,L5/S1,0.5703125,0.71875
97_t2.jpg,spider,139,156,L4/L5,0.54296875,0.609375
97_t2.jpg,spider,135,128,L3/L4,0.52734375,0.5
97_t2.jpg,spider,134,99,L2/L3,0.5234375,0.38671875
97_t2.jpg,spider,138,66,L1/L2,0.5390625,0.2578125
98_t2.jpg,spider,146,183,L5/S1,0.5703125,0.71484375
98_t2.jpg,spider,142,163,L4/L5,0.5546875,0.63671875
98_t2.jpg,spider,134,134,L3/L4,0.5234375,0.5234375
98_t2.jpg,spider,132,107,L2/L3,0.515625,0.41796875
98_t2.jpg,spider,133,77,L1/L2,0.51953125,0.30078125
99_t2.jpg,spider,149,196,L5/S1,0.58203125,0.765625
99_t2.jpg,spider,148,174,L4/L5,0.578125,0.6796875
99_t2.jpg,spider,147,150,L3/L4,0.57421875,0.5859375
99_t2.jpg,spider,151,124,L2/L3,0.58984375,0.484375
99_t2.jpg,spider,157,100,L1/L2,0.61328125,0.390625
100_t2.jpg,spider,150,197,L5/S1,0.5859375,0.76953125
100_t2.jpg,spider,134,176,L4/L5,0.5234375,0.6875
100_t2.jpg,spider,127,150,L3/L4,0.49609375,0.5859375
